Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_11_k.png,k,,190,80,0.70,0.30,257,13,0.95,0.05,160,110,0.59,0.41,205,65,0.76,0.24,812,268,0.73,0.24
little_char_973_e.png,e,e,828,117,0.88,0.12,945,0,1.00,0.00,820,125,0.87,0.13,945,0,1.00,0.00,3538,242,0.92,0.06
little_char_871_u.png,u,,873,72,0.92,0.08,925,20,0.98,0.02,788,157,0.83,0.17,941,4,1.00,0.00,3527,253,0.92,0.07
little_char_1065_w.png,w,w,905,67,0.93,0.07,943,29,0.97,0.03,776,196,0.80,0.20,890,82,0.92,0.08,3514,374,0.90,0.10
little_char_658_e.png,e,e,866,79,0.92,0.08,908,37,0.96,0.04,829,116,0.88,0.12,927,18,0.98,0.02,3530,250,0.92,0.07
little_char_1152_y.png,y,y,904,68,0.93,0.07,949,23,0.98,0.02,843,129,0.87,0.13,882,90,0.91,0.09,3578,310,0.90,0.08
little_char_1194_h.png,h,h,159,37,0.81,0.19,160,36,0.82,0.18,115,81,0.59,0.41,139,57,0.71,0.29,573,211,0.71,0.26
little_char_1122_q.png,q,,181,92,0.66,0.34,157,116,0.58,0.42,249,24,0.91,0.09,180,93,0.66,0.34,767,325,0.69,0.29
little_char_1411_d.png,d,a,187,8,0.96,0.04,146,49,0.75,0.25,109,86,0.56,0.44,101,94,0.52,0.48,543,237,0.70,0.30
little_char_1096_n.png,n,a,863,82,0.91,0.09,943,2,1.00,0.00,832,113,0.88,0.12,945,0,1.00,0.00,3583,197,0.93,0.05
little_char_1379_d.png,d,a,208,0,1.00,0.00,154,54,0.74,0.26,116,92,0.56,0.44,97,111,0.47,0.53,575,257,0.65,0.29
little_char_1141_e.png,e,a,95,73,0.57,0.43,95,73,0.57,0.43,107,61,0.64,0.36,133,35,0.79,0.21,430,242,0.59,0.33
little_char_544_v.png,v,,153,55,0.74,0.26,147,61,0.71,0.29,137,71,0.66,0.34,175,33,0.84,0.16,612,220,0.74,0.26
little_char_645_a.png,a,,136,60,0.69,0.31,123,73,0.63,0.37,129,67,0.66,0.34,109,87,0.56,0.44,497,287,0.61,0.35
little_char_1008_m.png,m,,904,68,0.93,0.07,960,12,0.99,0.01,779,193,0.80,0.20,868,104,0.89,0.11,3511,377,0.89,0.10
little_char_267_n.png,n,n,822,114,0.88,0.12,936,0,1.00,0.00,859,77,0.92,0.08,936,0,1.00,0.00,3553,191,0.95,0.05
little_char_188_s.png,s,,176,6,0.97,0.03,85,97,0.47,0.53,139,43,0.76,0.24,109,73,0.60,0.40,509,219,0.68,0.29
little_char_944_x.png,x,a,162,46,0.78,0.22,160,48,0.77,0.23,138,70,0.66,0.34,185,23,0.89,0.11,645,187,0.75,0.22
little_char_1115_z.png,z,,152,86,0.64,0.36,223,15,0.94,0.06,106,132,0.45,0.55,155,83,0.65,0.35,636,316,0.65,0.32
little_char_1094_l.png,l,,903,42,0.96,0.04,945,0,1.00,0.00,896,49,0.95,0.05,945,0,1.00,0.00,3689,91,0.98,0.02
little_char_1133_y.png,y,,883,89,0.91,0.09,971,1,1.00,0.00,817,155,0.84,0.16,906,66,0.93,0.07,3577,311,0.92,0.08
little_char_1214_z.png,z,,176,130,0.58,0.42,241,65,0.79,0.21,212,94,0.69,0.31,268,38,0.88,0.12,897,327,0.73,0.27
little_char_929_t.png,t,,799,111,0.88,0.12,904,6,0.99,0.01,869,41,0.95,0.05,910,0,1.00,0.00,3482,158,0.93,0.04
little_char_763_g.png,g,a,185,81,0.70,0.30,161,105,0.61,0.39,231,35,0.87,0.13,178,88,0.67,0.33,755,309,0.71,0.29
little_char_1232_y.png,y,,794,142,0.85,0.15,918,18,0.98,0.02,839,97,0.90,0.10,877,59,0.94,0.06,3428,316,0.90,0.08
little_char_265_l.png,l,a,903,7,0.99,0.01,870,40,0.96,0.04,887,23,0.97,0.03,881,29,0.97,0.03,3541,99,0.94,0.03
little_char_1092_j.png,j,,869,41,0.95,0.05,906,4,1.00,0.00,812,98,0.89,0.11,910,0,1.00,0.00,3497,143,0.93,0.04
little_char_875_p.png,p,,113,67,0.63,0.37,94,86,0.52,0.48,99,81,0.55,0.45,175,5,0.97,0.03,481,239,0.64,0.32
little_char_516_o.png,o,,966,6,0.99,0.01,972,0,1.00,0.00,807,165,0.83,0.17,937,35,0.96,0.04,3682,206,0.93,0.05
little_char_932_w.png,w,,907,29,0.97,0.03,876,60,0.94,0.06,843,93,0.90,0.10,836,100,0.89,0.11,3462,282,0.91,0.07
little_char_464_v.png,v,,183,69,0.73,0.27,197,55,0.78,0.22,183,69,0.73,0.27,208,44,0.83,0.17,771,237,0.74,0.23
little_char_1002_f.png,f,e,175,65,0.73,0.27,150,90,0.62,0.38,144,96,0.60,0.40,220,20,0.92,0.08,689,271,0.70,0.28
little_char_909_q.png,q,,110,88,0.56,0.44,85,113,0.43,0.57,188,10,0.95,0.05,113,85,0.57,0.43,496,296,0.58,0.35
little_char_1408_e.png,e,o,97,71,0.58,0.42,97,71,0.58,0.42,110,58,0.65,0.35,131,37,0.78,0.22,435,237,0.62,0.34
little_char_1291_m.png,m,m,878,94,0.90,0.10,928,44,0.95,0.05,839,133,0.86,0.14,915,57,0.94,0.06,3560,328,0.92,0.08
little_char_324_m.png,m,m,203,105,0.66,0.34,251,57,0.81,0.19,274,34,0.89,0.11,226,82,0.73,0.27,954,278,0.75,0.22
little_char_499_a.png,a,,160,64,0.71,0.29,175,49,0.78,0.22,166,58,0.74,0.26,136,88,0.61,0.39,637,259,0.69,0.28
little_char_486_q.png,q,,853,83,0.91,0.09,818,118,0.87,0.13,922,14,0.99,0.01,905,31,0.97,0.03,3498,246,0.92,0.06
little_char_930_u.png,u,,799,111,0.88,0.12,909,1,1.00,0.00,808,102,0.89,0.11,910,0,1.00,0.00,3426,214,0.91,0.06
little_char_767_c.png,c,a,155,37,0.81,0.19,152,40,0.79,0.21,112,80,0.58,0.42,140,52,0.73,0.27,559,209,0.70,0.26
little_char_1246_t.png,t,,106,70,0.60,0.40,139,37,0.79,0.21,125,51,0.71,0.29,176,0,1.00,0.00,546,158,0.74,0.21
little_char_1293_o.png,o,,922,50,0.95,0.05,918,54,0.94,0.06,902,70,0.93,0.07,886,86,0.91,0.09,3628,260,0.93,0.07
little_char_211_a.png,a,c,188,84,0.69,0.31,210,62,0.77,0.23,223,49,0.82,0.18,175,97,0.64,0.36,796,292,0.69,0.25
little_char_69_j.png,j,,132,0,1.00,0.00,96,36,0.73,0.27,89,43,0.67,0.33,72,60,0.55,0.45,389,139,0.68,0.24
little_char_676_y.png,y,,191,69,0.73,0.27,148,112,0.57,0.43,203,57,0.78,0.22,164,96,0.63,0.37,706,334,0.68,0.32
little_char_665_s.png,s,,848,62,0.93,0.07,904,6,0.99,0.01,763,147,0.84,0.16,893,17,0.98,0.02,3408,232,0.91,0.06
little_char_281_z.png,z,a,233,52,0.82,0.18,205,80,0.72,0.28,197,88,0.69,0.31,232,53,0.81,0.19,867,273,0.72,0.23
little_char_272_b.png,b,b,195,52,0.79,0.21,247,0,1.00,0.00,137,110,0.55,0.45,141,106,0.57,0.43,720,268,0.68,0.25
little_char_1139_e.png,e,,85,71,0.54,0.46,72,84,0.46,0.54,108,48,0.69,0.31,120,36,0.77,0.23,385,239,0.59,0.37
little_char_335_g.png,g,,169,65,0.72,0.28,139,95,0.59,0.41,203,31,0.87,0.13,151,83,0.65,0.35,662,274,0.69,0.28
little_char_752_h.png,h,h,184,50,0.79,0.21,211,23,0.90,0.10,153,81,0.65,0.35,144,90,0.62,0.38,692,244,0.71,0.25
little_char_1334_x.png,x,x,913,59,0.94,0.06,950,22,0.98,0.02,867,105,0.89,0.11,950,22,0.98,0.02,3680,208,0.95,0.05
little_char_1371_x.png,x,x,860,50,0.95,0.05,854,56,0.94,0.06,825,85,0.91,0.09,872,38,0.96,0.04,3411,229,0.91,0.06
little_char_953_c.png,c,,927,45,0.95,0.05,945,27,0.97,0.03,880,92,0.91,0.09,933,39,0.96,0.04,3685,203,0.95,0.05
little_char_884_h.png,h,h,124,41,0.75,0.25,157,8,0.95,0.05,99,66,0.60,0.40,95,70,0.58,0.42,475,185,0.72,0.28
little_char_507_e.png,e,,92,58,0.61,0.39,73,77,0.49,0.51,79,71,0.53,0.47,101,49,0.67,0.33,345,255,0.55,0.40
little_char_1035_x.png,x,x,846,64,0.93,0.07,903,7,0.99,0.01,774,136,0.85,0.15,910,0,1.00,0.00,3433,207,0.91,0.06
little_char_1238_p.png,p,,132,72,0.65,0.35,114,90,0.56,0.44,128,76,0.63,0.37,204,0,1.00,0.00,578,238,0.66,0.27
little_char_1303_d.png,d,a,270,0,1.00,0.00,206,64,0.76,0.24,165,105,0.61,0.39,170,100,0.63,0.37,811,269,0.75,0.25
little_char_479_f.png,f,,806,130,0.86,0.14,914,22,0.98,0.02,800,136,0.85,0.15,935,1,1.00,0.00,3455,289,0.92,0.08
little_char_98_e.png,e,,868,68,0.93,0.07,935,1,1.00,0.00,763,173,0.82,0.18,936,0,1.00,0.00,3502,242,0.92,0.06
little_char_256_v.png,v,,176,64,0.73,0.27,174,66,0.72,0.28,157,83,0.65,0.35,206,34,0.86,0.14,713,247,0.72,0.25
little_char_112_a.png,a,,160,65,0.71,0.29,167,58,0.74,0.26,172,53,0.76,0.24,133,92,0.59,0.41,632,268,0.68,0.29
little_char_1170_j.png,j,j,104,0,1.00,0.00,64,40,0.62,0.38,76,28,0.73,0.27,43,61,0.41,0.59,287,129,0.63,0.28
little_char_1190_x.png,x,,927,45,0.95,0.05,943,29,0.97,0.03,811,161,0.83,0.17,972,0,1.00,0.00,3653,235,0.94,0.06
little_char_823_o.png,o,,138,42,0.77,0.23,105,75,0.58,0.42,74,106,0.41,0.59,96,84,0.53,0.47,413,307,0.57,0.43
little_char_984_z.png,z,,194,94,0.67,0.33,273,15,0.95,0.05,195,93,0.68,0.32,197,91,0.68,0.32,859,293,0.75,0.25
little_char_523_s.png,s,s,881,64,0.93,0.07,926,19,0.98,0.02,783,162,0.83,0.17,945,0,1.00,0.00,3535,245,0.92,0.06
little_char_15_l.png,l,t,69,21,0.77,0.23,56,34,0.62,0.38,47,43,0.52,0.48,85,5,0.94,0.06,257,103,0.71,0.29
little_char_33_x.png,x,p,154,56,0.73,0.27,158,52,0.75,0.25,134,76,0.64,0.36,148,62,0.70,0.30,594,246,0.68,0.28
little_char_778_f.png,f,e,187,65,0.74,0.26,158,94,0.63,0.37,174,78,0.69,0.31,230,22,0.91,0.09,749,259,0.71,0.25
little_char_1375_k.png,k,,888,48,0.95,0.05,936,0,1.00,0.00,829,107,0.89,0.11,829,107,0.89,0.11,3482,262,0.93,0.07
little_char_848_e.png,e,c,122,74,0.62,0.38,123,73,0.63,0.37,142,54,0.72,0.28,153,43,0.78,0.22,540,244,0.67,0.30
little_char_215_g.png,g,a,84,98,0.46,0.54,143,39,0.79,0.21,141,41,0.77,0.23,98,84,0.54,0.46,466,262,0.62,0.35
little_char_726_r.png,r,a,942,3,1.00,0.00,931,14,0.99,0.01,887,58,0.94,0.06,847,98,0.90,0.10,3607,173,0.92,0.04
little_char_1264_q.png,q,,796,176,0.82,0.18,970,2,1.00,0.00,799,173,0.82,0.18,972,0,1.00,0.00,3537,351,0.91,0.09
little_char_1395_n.png,n,,959,13,0.99,0.01,971,1,1.00,0.00,842,130,0.87,0.13,972,0,1.00,0.00,3744,144,0.96,0.04
little_char_63_c.png,c,,114,46,0.71,0.29,135,25,0.84,0.16,108,52,0.68,0.33,111,49,0.69,0.31,468,172,0.71,0.26
little_char_444_q.png,q,,898,47,0.95,0.05,824,121,0.87,0.13,937,8,0.99,0.01,878,67,0.93,0.07,3537,243,0.92,0.06
little_char_593_m.png,m,m,838,98,0.90,0.10,875,61,0.93,0.07,816,120,0.87,0.13,888,48,0.95,0.05,3417,327,0.90,0.09
little_char_560_u.png,u,,858,52,0.94,0.06,868,42,0.95,0.05,831,79,0.91,0.09,864,46,0.95,0.05,3421,219,0.91,0.06
little_char_525_u.png,u,,905,40,0.96,0.04,892,53,0.94,0.06,832,113,0.88,0.12,914,31,0.97,0.03,3543,237,0.91,0.06
little_char_1165_q.png,q,,105,82,0.56,0.44,115,72,0.61,0.39,187,0,1.00,0.00,122,65,0.65,0.35,529,219,0.69,0.28
little_char_457_l.png,l,f,22,43,0.34,0.66,53,12,0.82,0.18,28,37,0.43,0.57,65,0,1.00,0.00,168,92,0.62,0.34
little_char_39_d.png,d,,240,0,1.00,0.00,213,27,0.89,0.11,139,101,0.58,0.42,117,123,0.49,0.51,709,251,0.71,0.25
little_char_529_x.png,x,,957,15,0.98,0.02,889,83,0.91,0.09,864,108,0.89,0.11,949,23,0.98,0.02,3659,229,0.94,0.06
little_char_217_e.png,e,e,86,68,0.56,0.44,74,80,0.48,0.52,98,56,0.64,0.36,108,46,0.70,0.30,366,250,0.57,0.39
little_char_1266_s.png,s,,861,111,0.89,0.11,972,0,1.00,0.00,830,142,0.85,0.15,972,0,1.00,0.00,3635,253,0.93,0.07
little_char_396_d.png,d,a,236,4,0.98,0.02,186,54,0.78,0.23,139,101,0.58,0.42,152,88,0.63,0.37,713,247,0.74,0.26
little_char_241_x.png,x,x,953,19,0.98,0.02,907,65,0.93,0.07,870,102,0.90,0.10,908,64,0.93,0.07,3638,250,0.92,0.06
little_char_761_g.png,g,,97,79,0.55,0.45,93,83,0.53,0.47,146,30,0.83,0.17,98,78,0.56,0.44,434,270,0.62,0.38
little_char_446_s.png,s,,870,75,0.92,0.08,923,22,0.98,0.02,830,115,0.88,0.12,945,0,1.00,0.00,3568,212,0.91,0.05
little_char_857_u.png,u,u,143,39,0.79,0.21,142,40,0.78,0.22,113,69,0.62,0.38,120,62,0.66,0.34,518,210,0.71,0.29
little_char_1167_s.png,s,,138,30,0.82,0.18,100,68,0.60,0.40,123,45,0.73,0.27,82,86,0.49,0.51,443,229,0.61,0.32
little_char_749_j.png,j,j,140,0,1.00,0.00,97,43,0.69,0.31,112,28,0.80,0.20,78,62,0.56,0.44,427,133,0.73,0.23
little_char_501_b.png,b,,162,66,0.71,0.29,228,0,1.00,0.00,152,76,0.67,0.33,143,85,0.63,0.37,685,227,0.75,0.25
little_char_410_o.png,o,,903,69,0.93,0.07,941,31,0.97,0.03,888,84,0.91,0.09,923,49,0.95,0.05,3655,233,0.94,0.06
little_char_166_m.png,m,w,935,37,0.96,0.04,950,22,0.98,0.02,844,128,0.87,0.13,870,102,0.90,0.10,3599,289,0.93,0.07
little_char_123_m.png,m,,172,101,0.63,0.37,177,96,0.65,0.35,214,59,0.78,0.22,206,67,0.75,0.25,769,323,0.68,0.28
little_char_955_d.png,d,a,932,40,0.96,0.04,972,0,1.00,0.00,750,222,0.77,0.23,969,3,1.00,0.00,3623,265,0.93,0.07
little_char_527_v.png,v,,933,39,0.96,0.04,934,38,0.96,0.04,879,93,0.90,0.10,922,50,0.95,0.05,3668,220,0.94,0.06
little_char_4_f.png,f,,150,48,0.76,0.24,132,66,0.67,0.33,114,84,0.58,0.42,150,48,0.76,0.24,546,246,0.64,0.29
little_char_92_x.png,x,x,172,36,0.83,0.17,138,70,0.66,0.34,157,51,0.75,0.25,167,41,0.80,0.20,634,198,0.71,0.22
little_char_562_v.png,v,,892,44,0.95,0.05,896,40,0.96,0.04,829,107,0.89,0.11,882,54,0.94,0.06,3499,245,0.92,0.06
little_char_670_k.png,k,,192,63,0.75,0.25,212,43,0.83,0.17,154,101,0.60,0.40,198,57,0.78,0.22,756,264,0.72,0.25
little_char_1230_x.png,x,x,872,38,0.96,0.04,910,0,1.00,0.00,774,136,0.85,0.15,910,0,1.00,0.00,3466,174,0.92,0.05
little_char_1321_b.png,b,b,869,41,0.95,0.05,910,0,1.00,0.00,744,166,0.82,0.18,888,22,0.98,0.02,3411,229,0.94,0.06
little_char_168_b.png,b,,863,47,0.95,0.05,910,0,1.00,0.00,762,148,0.84,0.16,883,27,0.97,0.03,3418,222,0.91,0.06
little_char_369_p.png,p,p,103,62,0.62,0.38,77,88,0.47,0.53,88,77,0.53,0.47,161,4,0.98,0.02,429,231,0.60,0.32
little_char_1150_n.png,n,,863,82,0.91,0.09,905,40,0.96,0.04,900,45,0.95,0.05,919,26,0.97,0.03,3587,193,0.92,0.05
little_char_971_e.png,e,,125,99,0.56,0.44,168,56,0.75,0.25,162,62,0.72,0.28,175,49,0.78,0.22,630,266,0.68,0.29
little_char_700_g.png,g,,103,79,0.57,0.43,103,79,0.57,0.43,124,58,0.68,0.32,105,77,0.58,0.42,435,293,0.58,0.39
little_char_602_w.png,w,,956,16,0.98,0.02,949,23,0.98,0.02,868,104,0.89,0.11,822,150,0.85,0.15,3595,293,0.91,0.07
little_char_374_b.png,b,,134,58,0.70,0.30,192,0,1.00,0.00,82,110,0.43,0.57,118,74,0.61,0.39,526,242,0.66,0.31
little_char_296_w.png,w,,171,38,0.82,0.18,150,59,0.72,0.28,135,74,0.65,0.35,120,89,0.57,0.43,576,260,0.64,0.29
little_char_1242_d.png,d,,217,8,0.96,0.04,176,49,0.78,0.22,139,86,0.62,0.38,153,72,0.68,0.32,685,215,0.76,0.24
little_char_1251_n.png,n,,868,68,0.93,0.07,926,10,0.99,0.01,839,97,0.90,0.10,905,31,0.97,0.03,3538,206,0.93,0.05
little_char_838_m.png,m,,927,45,0.95,0.05,952,20,0.98,0.02,810,162,0.83,0.17,868,104,0.89,0.11,3557,331,0.91,0.09
little_char_171_t.png,t,,875,35,0.96,0.04,910,0,1.00,0.00,773,137,0.85,0.15,910,0,1.00,0.00,3468,172,0.92,0.05
little_char_1100_u.png,u,u,869,76,0.92,0.08,923,22,0.98,0.02,835,110,0.88,0.12,944,1,1.00,0.00,3571,209,0.93,0.05
little_char_1145_u.png,u,,142,40,0.78,0.22,140,42,0.77,0.23,113,69,0.62,0.38,117,65,0.64,0.36,512,216,0.68,0.29
little_char_1126_a.png,a,a,876,60,0.94,0.06,935,1,1.00,0.00,753,183,0.80,0.20,911,25,0.97,0.03,3475,269,0.91,0.07
little_char_1113_h.png,h,,212,82,0.72,0.28,265,29,0.90,0.10,193,101,0.66,0.34,191,103,0.65,0.35,861,315,0.72,0.26
little_char_575_x.png,x,,198,57,0.78,0.22,194,61,0.76,0.24,172,83,0.67,0.33,221,34,0.87,0.13,785,235,0.77,0.23
little_char_159_x.png,x,x,150,54,0.74,0.26,142,62,0.70,0.30,138,66,0.68,0.32,144,60,0.71,0.29,574,242,0.66,0.28
little_char_687_w.png,w,,173,67,0.72,0.28,192,48,0.80,0.20,145,95,0.60,0.40,144,96,0.60,0.40,654,306,0.68,0.32
little_char_430_j.png,j,,118,2,0.98,0.02,76,44,0.63,0.37,85,35,0.71,0.29,57,63,0.47,0.53,336,144,0.67,0.29
little_char_136_v.png,v,,119,37,0.76,0.24,101,55,0.65,0.35,102,54,0.65,0.35,134,22,0.86,0.14,456,168,0.73,0.27
little_char_608_k.png,k,,206,64,0.76,0.24,233,37,0.86,0.14,123,147,0.46,0.54,210,60,0.78,0.22,772,308,0.71,0.29
little_char_173_v.png,v,,892,18,0.98,0.02,836,74,0.92,0.08,806,104,0.89,0.11,807,103,0.89,0.11,3341,299,0.89,0.08
little_char_807_x.png,x,,955,17,0.98,0.02,971,1,1.00,0.00,796,176,0.82,0.18,972,0,1.00,0.00,3694,194,0.95,0.05
little_char_1102_w.png,w,,937,35,0.96,0.04,915,57,0.94,0.06,855,117,0.88,0.12,839,133,0.86,0.14,3546,342,0.90,0.09
little_char_975_a.png,a,,192,64,0.75,0.25,178,78,0.70,0.30,210,46,0.82,0.18,172,84,0.67,0.33,752,272,0.71,0.26
little_char_789_j.png,j,,154,14,0.92,0.08,117,51,0.70,0.30,122,46,0.73,0.27,97,71,0.58,0.42,490,182,0.70,0.26
little_char_356_r.png,r,,155,69,0.69,0.31,174,50,0.78,0.22,151,73,0.67,0.33,224,0,1.00,0.00,704,192,0.74,0.20
little_char_1203_d.png,d,a,204,0,1.00,0.00,150,54,0.74,0.26,128,76,0.63,0.37,118,86,0.58,0.42,600,216,0.74,0.26
little_char_390_p.png,p,p,134,70,0.66,0.34,106,98,0.52,0.48,123,81,0.60,0.40,200,4,0.98,0.02,563,253,0.64,0.29
little_char_787_a.png,a,,173,61,0.74,0.26,154,80,0.66,0.34,178,56,0.76,0.24,152,82,0.65,0.35,657,279,0.70,0.30
little_char_313_a.png,a,,138,54,0.72,0.28,147,45,0.77,0.23,133,59,0.69,0.31,110,82,0.57,0.43,528,240,0.67,0.30
little_char_551_j.png,j,,874,36,0.96,0.04,899,11,0.99,0.01,782,128,0.86,0.14,905,5,0.99,0.01,3460,180,0.92,0.05
little_char_514_j.png,j,,936,36,0.96,0.04,969,3,1.00,0.00,823,149,0.85,0.15,957,15,0.98,0.02,3685,203,0.95,0.05
little_char_1404_x.png,x,a,930,42,0.96,0.04,919,53,0.95,0.05,894,78,0.92,0.08,927,45,0.95,0.05,3670,218,0.94,0.06
little_char_877_b.png,b,,198,42,0.82,0.17,240,0,1.00,0.00,140,100,0.58,0.42,137,103,0.57,0.43,715,245,0.72,0.25
little_char_87_p.png,p,,122,65,0.65,0.35,105,82,0.56,0.44,119,68,0.64,0.36,187,0,1.00,0.00,533,215,0.68,0.27
little_char_897_p.png,p,,775,170,0.82,0.18,943,2,1.00,0.00,896,49,0.95,0.05,945,0,1.00,0.00,3559,221,0.91,0.06
little_char_750_o.png,o,,73,47,0.61,0.39,77,43,0.64,0.36,70,50,0.58,0.42,55,65,0.46,0.54,275,205,0.52,0.39
little_char_409_j.png,j,,881,64,0.93,0.07,945,0,1.00,0.00,836,109,0.88,0.12,945,0,1.00,0.00,3607,173,0.94,0.05
little_char_715_x.png,x,y,114,51,0.69,0.31,110,55,0.67,0.33,88,77,0.53,0.47,130,35,0.79,0.21,442,218,0.67,0.33
little_char_667_v.png,v,v,848,62,0.93,0.07,866,44,0.95,0.05,843,67,0.93,0.07,822,88,0.90,0.10,3379,261,0.90,0.07
little_char_134_p.png,p,r,816,129,0.86,0.14,945,0,1.00,0.00,866,79,0.92,0.08,945,0,1.00,0.00,3572,208,0.93,0.05
little_char_407_e.png,e,e,861,111,0.89,0.11,972,0,1.00,0.00,842,130,0.87,0.13,967,5,0.99,0.01,3642,246,0.94,0.06
little_char_566_a.png,a,o,163,61,0.73,0.27,165,59,0.74,0.26,176,48,0.79,0.21,143,81,0.64,0.36,647,249,0.72,0.28
little_char_144_y.png,y,,929,7,0.99,0.01,798,138,0.85,0.15,877,59,0.94,0.06,844,92,0.90,0.10,3448,296,0.90,0.08
little_char_669_y.png,y,a,853,119,0.88,0.12,952,20,0.98,0.02,833,139,0.86,0.14,893,79,0.92,0.08,3531,357,0.90,0.09
little_char_1163_e.png,e,o,117,79,0.60,0.40,103,93,0.53,0.47,134,62,0.68,0.32,167,29,0.85,0.15,521,263,0.64,0.32
