Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_0_3,Black_0_3,White_Density_0_3,Black_Density_0_3,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_1_3,Black_1_3,White_Density_1_3,Black_Density_1_3,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,White_2_3,Black_2_3,White_Density_2_3,Black_Density_2_3,White_3_0,Black_3_0,White_Density_3_0,Black_Density_3_0,White_3_1,Black_3_1,White_Density_3_1,Black_Density_3_1,White_3_2,Black_3_2,White_Density_3_2,Black_Density_3_2,White_3_3,Black_3_3,White_Density_3_3,Black_Density_3_3,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_164_U.png,U,U,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,204,17,0.92,0.08,221,0,1.00,0.00,150,71,0.68,0.32,199,22,0.90,0.10,181,40,0.82,0.18,221,0,1.00,0.00,151,70,0.68,0.32,158,63,0.71,0.29,211,10,0.95,0.05,221,0,1.00,0.00,213,8,0.96,0.04,177,44,0.80,0.20,221,0,1.00,0.00,3191,345,0.82,0.09
big_char_95_P.png,P,C,221,0,1.00,0.00,221,0,1.00,0.00,156,65,0.71,0.29,221,0,1.00,0.00,221,0,1.00,0.00,173,48,0.78,0.22,121,100,0.55,0.45,220,1,1.00,0.00,221,0,1.00,0.00,163,58,0.74,0.26,216,5,0.98,0.02,221,0,1.00,0.00,221,0,1.00,0.00,212,9,0.96,0.04,221,0,1.00,0.00,221,0,1.00,0.00,3250,286,0.88,0.08
big_char_893_J.png,J,V,42,14,0.75,0.25,23,33,0.41,0.59,26,30,0.46,0.54,35,21,0.62,0.38,56,0,1.00,0.00,38,18,0.68,0.32,30,26,0.54,0.46,50,6,0.89,0.11,49,7,0.88,0.12,56,0,1.00,0.00,24,32,0.43,0.57,56,0,1.00,0.00,28,28,0.50,0.50,38,18,0.68,0.32,20,36,0.36,0.64,56,0,1.00,0.00,627,269,0.60,0.26
big_char_901_A.png,A,A,234,0,1.00,0.00,234,0,1.00,0.00,229,5,0.98,0.02,234,0,1.00,0.00,230,4,0.98,0.02,172,62,0.74,0.26,164,70,0.70,0.30,234,0,1.00,0.00,234,0,1.00,0.00,132,102,0.56,0.44,160,74,0.68,0.32,234,0,1.00,0.00,234,0,1.00,0.00,214,20,0.91,0.09,212,22,0.91,0.09,234,0,1.00,0.00,3385,359,0.85,0.09
big_char_560_Y.png,Y,,64,16,0.80,0.20,65,15,0.81,0.19,35,45,0.44,0.56,80,0,1.00,0.00,79,1,0.99,0.01,53,27,0.66,0.34,36,44,0.45,0.55,55,25,0.69,0.31,72,8,0.90,0.10,80,0,1.00,0.00,79,1,0.99,0.01,36,44,0.45,0.55,52,28,0.65,0.35,46,34,0.57,0.42,44,36,0.55,0.45,44,36,0.55,0.45,920,360,0.66,0.26
big_char_226_S.png,S,,56,0,1.00,0.00,34,22,0.61,0.39,19,37,0.34,0.66,38,18,0.68,0.32,56,0,1.00,0.00,53,3,0.95,0.05,24,32,0.43,0.57,55,1,0.98,0.02,43,13,0.77,0.23,56,0,1.00,0.00,50,6,0.89,0.11,32,24,0.57,0.43,30,26,0.54,0.46,24,32,0.43,0.57,23,33,0.41,0.59,35,21,0.62,0.38,628,268,0.65,0.28
big_char_715_F.png,F,F,80,1,0.99,0.01,41,40,0.51,0.49,40,41,0.49,0.51,61,20,0.75,0.25,54,27,0.67,0.33,61,20,0.75,0.25,81,0,1.00,0.00,76,5,0.94,0.06,31,50,0.38,0.62,43,38,0.53,0.47,48,33,0.59,0.41,81,0,1.00,0.00,41,40,0.51,0.49,81,0,1.00,0.00,81,0,1.00,0.00,81,0,1.00,0.00,981,315,0.74,0.24
big_char_200_G.png,G,S,74,7,0.91,0.09,49,32,0.60,0.40,47,34,0.58,0.42,71,10,0.88,0.12,46,35,0.57,0.43,75,6,0.93,0.07,57,24,0.70,0.30,74,7,0.91,0.09,44,37,0.54,0.46,51,30,0.63,0.37,34,47,0.42,0.58,19,62,0.23,0.77,80,1,0.99,0.01,66,15,0.81,0.19,65,16,0.80,0.20,54,27,0.67,0.33,906,390,0.68,0.29
big_char_617_V.png,V,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,181,53,0.77,0.23,174,60,0.74,0.26,234,0,1.00,0.00,234,0,1.00,0.00,111,123,0.47,0.53,224,10,0.96,0.04,234,0,1.00,0.00,234,0,1.00,0.00,219,15,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,3483,261,0.91,0.07
big_char_499_O.png,O,C,38,10,0.79,0.21,18,30,0.38,0.62,43,5,0.90,0.10,48,0,1.00,0.00,19,29,0.40,0.60,47,1,0.98,0.02,34,14,0.71,0.29,28,20,0.58,0.42,18,30,0.38,0.62,41,7,0.85,0.15,48,0,1.00,0.00,21,27,0.44,0.56,46,2,0.96,0.04,20,28,0.42,0.58,10,38,0.21,0.79,15,33,0.31,0.69,494,274,0.56,0.31
big_char_765_X.png,X,D,38,34,0.53,0.47,71,1,0.99,0.01,72,0,1.00,0.00,54,18,0.75,0.25,55,17,0.76,0.24,37,35,0.51,0.49,54,18,0.75,0.25,52,20,0.72,0.28,72,0,1.00,0.00,33,39,0.46,0.54,25,47,0.35,0.65,71,1,0.99,0.01,53,19,0.74,0.26,53,19,0.74,0.26,58,14,0.81,0.19,34,38,0.47,0.53,832,320,0.63,0.24
big_char_868_L.png,L,,48,15,0.76,0.24,49,14,0.78,0.22,63,0,1.00,0.00,63,0,1.00,0.00,35,28,0.56,0.44,60,3,0.95,0.05,63,0,1.00,0.00,63,0,1.00,0.00,37,26,0.59,0.41,63,0,1.00,0.00,63,0,1.00,0.00,63,0,1.00,0.00,24,39,0.38,0.62,24,39,0.38,0.62,27,36,0.43,0.57,31,32,0.49,0.51,776,232,0.74,0.22
big_char_523_H.png,H,N,36,20,0.64,0.36,45,11,0.80,0.20,56,0,1.00,0.00,54,2,0.96,0.04,17,39,0.30,0.70,36,20,0.64,0.36,55,1,0.98,0.02,25,31,0.45,0.55,24,32,0.43,0.57,47,9,0.84,0.16,20,36,0.36,0.64,23,33,0.41,0.59,31,25,0.55,0.45,45,11,0.80,0.20,49,7,0.88,0.12,18,38,0.32,0.68,581,315,0.55,0.30
big_char_171_Y.png,Y,Q,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,190,44,0.81,0.19,212,22,0.91,0.09,234,0,1.00,0.00,234,0,1.00,0.00,165,69,0.71,0.29,178,56,0.76,0.24,234,0,1.00,0.00,234,0,1.00,0.00,208,26,0.89,0.11,185,49,0.79,0.21,234,0,1.00,0.00,3477,267,0.89,0.07
big_char_60_N.png,N,V,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,129,105,0.55,0.45,199,35,0.85,0.15,234,0,1.00,0.00,221,13,0.94,0.06,124,110,0.53,0.47,161,73,0.69,0.31,234,0,1.00,0.00,231,3,0.99,0.01,231,3,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,3402,342,0.89,0.09
big_char_10_G.png,G,,90,0,1.00,0.00,63,27,0.70,0.30,45,45,0.50,0.50,58,32,0.64,0.36,58,32,0.64,0.36,75,15,0.83,0.17,85,5,0.94,0.06,90,0,1.00,0.00,48,42,0.53,0.47,83,7,0.92,0.08,36,54,0.40,0.60,74,16,0.82,0.18,83,7,0.92,0.08,55,35,0.61,0.39,30,60,0.33,0.67,77,13,0.86,0.14,1050,390,0.69,0.26
big_char_977_N.png,N,T,225,9,0.96,0.04,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,223,11,0.95,0.05,158,76,0.68,0.32,234,0,1.00,0.00,188,46,0.80,0.20,212,22,0.91,0.09,103,131,0.44,0.56,183,51,0.78,0.22,203,31,0.87,0.13,223,11,0.95,0.05,220,14,0.94,0.06,193,41,0.82,0.18,234,0,1.00,0.00,3301,443,0.84,0.11
big_char_823_C.png,C,C,55,1,0.98,0.02,35,21,0.62,0.38,31,25,0.55,0.45,56,0,1.00,0.00,29,27,0.52,0.48,44,12,0.79,0.21,56,0,1.00,0.00,56,0,1.00,0.00,24,32,0.43,0.57,47,9,0.84,0.16,56,0,1.00,0.00,56,0,1.00,0.00,55,1,0.98,0.02,26,30,0.46,0.54,21,35,0.38,0.62,29,27,0.52,0.48,676,220,0.70,0.23
big_char_1174_V.png,V,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,181,40,0.82,0.18,192,29,0.87,0.13,221,0,1.00,0.00,221,0,1.00,0.00,169,52,0.76,0.24,157,64,0.71,0.29,221,0,1.00,0.00,221,0,1.00,0.00,153,68,0.69,0.31,194,27,0.88,0.12,221,0,1.00,0.00,3256,280,0.83,0.07
big_char_1117_U.png,U,K,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,205,16,0.93,0.07,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,183,38,0.83,0.17,186,35,0.84,0.16,216,5,0.98,0.02,221,0,1.00,0.00,204,17,0.92,0.08,137,84,0.62,0.38,214,7,0.97,0.03,221,0,1.00,0.00,3334,202,0.87,0.05
big_char_809_M.png,M,M,221,0,1.00,0.00,220,1,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,212,9,0.96,0.04,105,116,0.48,0.52,124,97,0.56,0.44,221,0,1.00,0.00,165,56,0.75,0.25,151,70,0.68,0.32,166,55,0.75,0.25,221,0,1.00,0.00,205,16,0.93,0.07,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,3116,420,0.83,0.11
big_char_1218_M.png,M,M,61,9,0.87,0.13,31,39,0.44,0.56,70,0,1.00,0.00,59,11,0.84,0.16,40,30,0.57,0.43,33,37,0.47,0.53,41,29,0.59,0.41,13,57,0.19,0.81,31,39,0.44,0.56,54,16,0.77,0.23,27,43,0.39,0.61,32,38,0.46,0.54,38,32,0.54,0.46,58,12,0.83,0.17,46,24,0.66,0.34,38,32,0.54,0.46,672,448,0.53,0.36
big_char_1187_Y.png,Y,,40,30,0.57,0.43,70,0,1.00,0.00,67,3,0.96,0.04,62,8,0.89,0.11,41,29,0.59,0.41,64,6,0.91,0.09,58,12,0.83,0.17,31,39,0.44,0.56,68,2,0.97,0.03,49,21,0.70,0.30,44,26,0.63,0.37,24,46,0.34,0.66,61,9,0.87,0.13,43,27,0.61,0.39,45,25,0.64,0.36,24,46,0.34,0.66,791,329,0.63,0.26
big_char_722_Z.png,Z,,63,0,1.00,0.00,33,30,0.52,0.48,31,32,0.49,0.51,25,38,0.40,0.60,63,0,1.00,0.00,60,3,0.95,0.05,45,18,0.71,0.29,33,30,0.52,0.48,43,20,0.68,0.32,13,50,0.21,0.79,29,34,0.46,0.54,39,24,0.62,0.38,37,26,0.59,0.41,34,29,0.54,0.46,42,21,0.67,0.33,43,20,0.68,0.32,633,375,0.52,0.31
big_char_383_S.png,S,S,41,23,0.64,0.36,24,40,0.38,0.62,33,31,0.52,0.48,39,25,0.61,0.39,63,1,0.98,0.02,40,24,0.62,0.38,32,32,0.50,0.50,63,1,0.98,0.02,64,0,1.00,0.00,64,0,1.00,0.00,42,22,0.66,0.34,51,13,0.80,0.20,43,21,0.67,0.33,33,31,0.52,0.48,40,24,0.62,0.38,64,0,1.00,0.00,736,288,0.62,0.24
big_char_495_U.png,U,E,219,2,0.99,0.01,201,20,0.91,0.09,203,18,0.92,0.08,204,17,0.92,0.08,221,0,1.00,0.00,166,55,0.75,0.25,165,56,0.75,0.25,217,4,0.98,0.02,221,0,1.00,0.00,147,74,0.67,0.33,133,88,0.60,0.40,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,3202,334,0.82,0.09
big_char_678_X.png,X,X,234,0,1.00,0.00,207,27,0.88,0.12,200,34,0.85,0.15,234,0,1.00,0.00,234,0,1.00,0.00,119,115,0.51,0.49,223,11,0.95,0.05,234,0,1.00,0.00,234,0,1.00,0.00,126,108,0.54,0.46,232,2,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3447,297,0.90,0.08
big_char_940_E.png,E,E,217,4,0.98,0.02,196,25,0.89,0.11,206,15,0.93,0.07,205,16,0.93,0.07,197,24,0.89,0.11,114,107,0.52,0.48,216,5,0.98,0.02,221,0,1.00,0.00,215,6,0.97,0.03,131,90,0.59,0.41,182,39,0.82,0.18,221,0,1.00,0.00,195,26,0.88,0.12,140,81,0.63,0.37,211,10,0.95,0.05,221,0,1.00,0.00,3088,448,0.79,0.11
big_char_1342_O.png,O,O,47,2,0.96,0.04,19,30,0.39,0.61,30,19,0.61,0.39,49,0,1.00,0.00,25,24,0.51,0.49,46,3,0.94,0.06,28,21,0.57,0.43,34,15,0.69,0.31,23,26,0.47,0.53,49,0,1.00,0.00,49,0,1.00,0.00,17,32,0.35,0.65,39,10,0.80,0.20,19,30,0.39,0.61,19,30,0.39,0.61,40,9,0.82,0.18,533,251,0.68,0.32
big_char_923_F.png,F,C,50,14,0.78,0.22,28,36,0.44,0.56,29,35,0.45,0.55,40,24,0.62,0.38,25,39,0.39,0.61,56,8,0.88,0.12,64,0,1.00,0.00,57,7,0.89,0.11,21,43,0.33,0.67,25,39,0.39,0.61,32,32,0.50,0.50,53,11,0.83,0.17,41,23,0.64,0.36,40,24,0.62,0.38,64,0,1.00,0.00,64,0,1.00,0.00,689,335,0.60,0.29
big_char_532_V.png,V,,46,34,0.57,0.42,80,0,1.00,0.00,80,0,1.00,0.00,48,32,0.60,0.40,42,38,0.53,0.47,80,0,1.00,0.00,45,35,0.56,0.44,64,16,0.80,0.20,40,40,0.50,0.50,51,29,0.64,0.36,55,25,0.69,0.31,80,0,1.00,0.00,69,11,0.86,0.14,40,40,0.50,0.50,80,0,1.00,0.00,80,0,1.00,0.00,980,300,0.77,0.23
big_char_842_C.png,C,,233,1,1.00,0.00,232,2,0.99,0.01,230,4,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,159,75,0.68,0.32,215,19,0.92,0.08,234,0,1.00,0.00,234,0,1.00,0.00,162,72,0.69,0.31,159,75,0.68,0.32,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3496,248,0.92,0.06
big_char_1216_C.png,C,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,227,7,0.97,0.03,168,66,0.72,0.28,207,27,0.88,0.12,234,0,1.00,0.00,194,40,0.83,0.17,180,54,0.77,0.23,213,21,0.91,0.09,234,0,1.00,0.00,234,0,1.00,0.00,213,21,0.91,0.09,228,6,0.97,0.03,234,0,1.00,0.00,3502,242,0.92,0.06
big_char_91_B.png,B,R,60,0,1.00,0.00,29,31,0.48,0.52,36,24,0.60,0.40,22,38,0.37,0.63,60,0,1.00,0.00,12,48,0.20,0.80,31,29,0.52,0.48,24,36,0.40,0.60,53,7,0.88,0.12,19,41,0.32,0.68,29,31,0.48,0.52,45,15,0.75,0.25,26,34,0.43,0.57,29,31,0.48,0.52,42,18,0.70,0.30,19,41,0.32,0.68,536,424,0.47,0.37
big_char_905_D.png,D,O,229,5,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,192,42,0.82,0.18,146,88,0.62,0.38,227,7,0.97,0.03,234,0,1.00,0.00,197,37,0.84,0.16,231,3,0.99,0.01,174,60,0.74,0.26,234,0,1.00,0.00,208,26,0.89,0.11,165,69,0.71,0.29,219,15,0.94,0.06,233,1,1.00,0.00,3390,354,0.89,0.09
big_char_930_Z.png,Z,Z,55,25,0.69,0.31,45,35,0.56,0.44,40,40,0.50,0.50,62,18,0.78,0.23,80,0,1.00,0.00,79,1,0.99,0.01,39,41,0.49,0.51,74,6,0.93,0.07,74,6,0.93,0.07,28,52,0.35,0.65,43,37,0.54,0.46,61,19,0.76,0.24,58,22,0.72,0.28,45,35,0.56,0.44,48,32,0.60,0.40,48,32,0.60,0.40,879,401,0.65,0.30
big_char_1314_S.png,S,,56,0,1.00,0.00,19,37,0.34,0.66,27,29,0.48,0.52,33,23,0.59,0.41,56,0,1.00,0.00,40,16,0.71,0.29,36,20,0.64,0.36,56,0,1.00,0.00,51,5,0.91,0.09,56,0,1.00,0.00,45,11,0.80,0.20,34,22,0.61,0.39,36,20,0.64,0.36,28,28,0.50,0.50,31,25,0.55,0.45,27,29,0.48,0.52,631,265,0.64,0.27
big_char_1169_R.png,R,,221,0,1.00,0.00,206,15,0.93,0.07,210,11,0.95,0.05,221,0,1.00,0.00,221,0,1.00,0.00,127,94,0.57,0.43,175,46,0.79,0.21,221,0,1.00,0.00,221,0,1.00,0.00,125,96,0.57,0.43,160,61,0.72,0.28,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,205,16,0.93,0.07,209,12,0.95,0.05,3185,351,0.82,0.09
big_char_717_R.png,R,R,61,11,0.85,0.15,33,39,0.46,0.54,34,38,0.47,0.53,69,3,0.96,0.04,31,41,0.43,0.57,46,26,0.64,0.36,32,40,0.44,0.56,68,4,0.94,0.06,26,46,0.36,0.64,28,44,0.39,0.61,68,4,0.94,0.06,72,0,1.00,0.00,46,26,0.64,0.36,66,6,0.92,0.08,37,35,0.51,0.49,40,32,0.56,0.44,757,395,0.57,0.30
